Var1	Var2	value	pval	adjp	pair
hsa-miR-511-5p	PIP5K1B	0.297801721999059	2.52243360598925e-06	0.036645495142066	hsa-miR-511-5p PIP5K1B
hsa-miR-27a-5p	CCL2	0.292797111604719	3.77266144058197e-06	0.043720419650487	hsa-miR-27a-5p CCL2
hsa-miR-30a-3p	PEX12	0.299039683189528	2.28067853891289e-06	0.0349940536573287	hsa-miR-30a-3p PEX12
hsa-miR-448	MMD	0.35857798183989	1.00818617898568e-08	0.00217533242148506	hsa-miR-448 MMD
hsa-miR-7-5p	MMD	0.298728837343223	2.33921414238836e-06	0.0353176656436996	hsa-miR-7-5p MMD
hsa-miR-133a-3p	CDR2L	0.297598075297433	2.56447344959554e-06	0.0368938966681719	hsa-miR-133a-3p CDR2L
hsa-miR-362-5p	OCIAD1	-0.321951533524664	3.24352255276494e-07	0.0146387795427632	hsa-miR-362-5p OCIAD1
hsa-miR-127-3p	WHSC1	-0.297829519589826	2.51674645124211e-06	0.036645495142066	hsa-miR-127-3p WHSC1
hsa-miR-1290	KLHL5	0.290897980599333	4.38663412483109e-06	0.0466874635632213	hsa-miR-1290 KLHL5
hsa-miR-1298-3p	PPARGC1A	-0.31746691943884	4.81338409130672e-07	0.0176941968308109	hsa-miR-1298-3p PPARGC1A
hsa-miR-133a-5p	PPARGC1A	0.316240934673581	5.35590351624649e-07	0.0188307069181133	hsa-miR-133a-5p PPARGC1A
hsa-miR-138-5p	PPARGC1A	-0.314945229014652	5.99277763857486e-07	0.020133965262949	hsa-miR-138-5p PPARGC1A
hsa-miR-448	PPARGC1A	-0.313888257632092	6.56542070931465e-07	0.021178075711546	hsa-miR-448 PPARGC1A
hsa-miR-362-5p	MTCH2	-0.302527478107087	1.71275110583125e-06	0.0316411490269521	hsa-miR-362-5p MTCH2
hsa-miR-30a-3p	HSPA8	0.35304121349796	1.75401502211514e-08	0.00306992733286118	hsa-miR-30a-3p HSPA8
hsa-miR-582-5p	HSPA8	-0.317026407742807	5.00195807440207e-07	0.0180360508667973	hsa-miR-582-5p HSPA8
hsa-miR-30a-3p	EIF4G2	0.292366900301569	3.90411987405415e-06	0.0443585855339521	hsa-miR-30a-3p EIF4G2
hsa-miR-1-3p	KCNA1	0.365889557483855	4.77349004768257e-09	0.0017434334728649	hsa-miR-1-3p KCNA1
hsa-miR-10b-5p	KCNA1	0.340571323942261	5.87469080048919e-08	0.00621630461957416	hsa-miR-10b-5p KCNA1
hsa-miR-1264	KCNA1	-0.302821480920265	1.67161586483999e-06	0.031335064858587	hsa-miR-1264 KCNA1
hsa-miR-1298-3p	KCNA1	-0.361312483026811	7.63937268999371e-09	0.00201150119318332	hsa-miR-1298-3p KCNA1
hsa-miR-133a-3p	KCNA1	0.311301641963697	8.19618927838661e-07	0.0232783567931121	hsa-miR-133a-3p KCNA1
hsa-miR-133a-5p	KCNA1	0.30546282248484	1.34204182655751e-06	0.0285725586905463	hsa-miR-133a-5p KCNA1
hsa-miR-193b-3p	KCNA1	-0.293544810498841	3.55416187436397e-06	0.0424930864824657	hsa-miR-193b-3p KCNA1
hsa-miR-30c-5p	KCNA1	0.289291605109466	4.97913052255328e-06	0.0491842338235447	hsa-miR-30c-5p KCNA1
hsa-miR-31-5p	KCNA1	0.289633835090125	4.84684884338726e-06	0.0485637354475153	hsa-miR-31-5p KCNA1
hsa-miR-34a-5p	KCNA1	0.375254980974026	1.7818142517001e-09	0.000960669905308779	hsa-miR-34a-5p KCNA1
hsa-miR-448	KCNA1	-0.341725264896872	5.26458900917959e-08	0.00587435960331947	hsa-miR-448 KCNA1
hsa-miR-31-5p	GNPTAB	-0.303320710350144	1.60391917747305e-06	0.0308152068808323	hsa-miR-31-5p GNPTAB
hsa-miR-129-1-3p	SUDS3	-0.291196353314272	4.28424649823178e-06	0.0462412978148321	hsa-miR-129-1-3p SUDS3
hsa-miR-4303	LDHB	0.298930002750835	2.30117113275696e-06	0.0351039525906746	hsa-miR-4303 LDHB
hsa-miR-1275	PRKAB1	0.305706009084418	1.31503806999334e-06	0.0285232412381359	hsa-miR-1275 PRKAB1
hsa-miR-421	ADTRP	0.293226203045058	3.64575199940376e-06	0.0431777773662774	hsa-miR-421 ADTRP
hsa-miR-195-3p	RNF8	0.29876166522364	2.33296525742333e-06	0.0353132529884892	hsa-miR-195-3p RNF8
hsa-miR-30a-3p	RNF8	0.321647127141065	3.33228177495926e-07	0.0146937513650516	hsa-miR-30a-3p RNF8
hsa-miR-10400-3p	KHDRBS2	0.301599863880541	1.84896927235556e-06	0.0323561220854401	hsa-miR-10400-3p KHDRBS2
hsa-miR-448	KIAA1244	0.316682058730185	5.15427616587516e-07	0.0184676508009268	hsa-miR-448 KIAA1244
hsa-miR-1285-3p	CUTA	0.295719901593389	2.98500483641995e-06	0.0391167125797951	hsa-miR-1285-3p CUTA
hsa-miR-106a-5p	COX7A2	-0.292832412324769	3.76206395413803e-06	0.0436422777396776	hsa-miR-106a-5p COX7A2
hsa-miR-27a-5p	HBEGF	0.309547176989501	9.5158204693746e-07	0.0247110274342376	hsa-miR-27a-5p HBEGF
hsa-miR-302c-3p	CNOT6	0.295972566869659	2.9248289421524e-06	0.0388679762885112	hsa-miR-302c-3p CNOT6
hsa-let-7i-5p	PRLR	-0.297129407418328	2.66377626845227e-06	0.0373727678430333	hsa-let-7i-5p PRLR
hsa-miR-362-5p	RPL24	-0.331649033582087	1.35114821553373e-07	0.00919742861055424	hsa-miR-362-5p RPL24
hsa-miR-31-5p	GNB4	-0.29573246913428	2.98198400772165e-06	0.0391167125797951	hsa-miR-31-5p GNB4
hsa-miR-448	GNB4	0.356091883952161	1.29448274321931e-08	0.00261721433610251	hsa-miR-448 GNB4
hsa-miR-362-5p	SNX4	-0.300966089689176	1.94792044760916e-06	0.032823608646812	hsa-miR-362-5p SNX4
hsa-miR-1298-3p	ADAM23	-0.296251256068456	2.85979685221704e-06	0.0384095006867769	hsa-miR-1298-3p ADAM23
hsa-miR-485-5p	LMAN2L	0.293109595580893	3.67983181837062e-06	0.0433705865364458	hsa-miR-485-5p LMAN2L
hsa-miR-30a-3p	PCGF1	0.295529777667987	3.03106186994029e-06	0.039401041205751	hsa-miR-30a-3p PCGF1
hsa-miR-30a-3p	SPR	0.353117182264856	1.74086340898327e-08	0.00306992733286118	hsa-miR-30a-3p SPR
hsa-miR-30d-3p	SPR	0.322712932148989	3.03133341983397e-07	0.0141823890223325	hsa-miR-30d-3p SPR
hsa-miR-130b-5p	DNAJC16	0.307019002738565	1.17798287213589e-06	0.0268718860023129	hsa-miR-130b-5p DNAJC16
hsa-miR-30c-5p	DNAJC16	0.292429695833758	3.88466333722803e-06	0.0442930096120275	hsa-miR-30c-5p DNAJC16
hsa-miR-6836-5p	SCP2	0.289012701132329	5.0894685725833e-06	0.0494317184928874	hsa-miR-6836-5p SCP2
hsa-miR-133a-3p	ICMT	0.297139920403473	2.66150907846097e-06	0.0373727678430333	hsa-miR-133a-3p ICMT
hsa-miR-362-5p	ATP5F1	-0.289131729085613	5.04209793694699e-06	0.0493742654255369	hsa-miR-362-5p ATP5F1
hsa-miR-4303	ATP5F1	0.305080822708146	1.3855324056955e-06	0.0290078733070859	hsa-miR-4303 ATP5F1
hsa-miR-1-3p	S100PBP	-0.331935831569272	1.31599201314003e-07	0.00919742861055424	hsa-miR-1-3p S100PBP
hsa-miR-6763-3p	SMG7	-0.304486441698229	1.4558913088436e-06	0.0293484562975978	hsa-miR-6763-3p SMG7
hsa-miR-619-5p	TSNAX	0.315721115211361	5.60320463360853e-07	0.0195201960374985	hsa-miR-619-5p TSNAX
hsa-miR-362-5p	MTR	-0.304679080508217	1.43272229990998e-06	0.0292808249465246	hsa-miR-362-5p MTR
hsa-miR-106a-5p	PRDX1	-0.297186542435718	2.65147690825529e-06	0.0373390146262556	hsa-miR-106a-5p PRDX1
hsa-miR-22-5p	LPPR4	0.306979061911231	1.18194274412176e-06	0.0268718860023129	hsa-miR-22-5p LPPR4
hsa-miR-31-5p	LPPR4	-0.325294779466165	2.40655019023706e-07	0.0126732358154433	hsa-miR-31-5p LPPR4
hsa-miR-448	LPPR4	0.35203861353292	1.93682416771424e-08	0.00313273174466273	hsa-miR-448 LPPR4
hsa-miR-362-5p	STMN1	-0.326903064858334	2.08200652274115e-07	0.0118456817808136	hsa-miR-362-5p STMN1
hsa-miR-490-5p	HMGN3	0.309729528848055	9.36973010290387e-07	0.0246527030566847	hsa-miR-490-5p HMGN3
hsa-miR-758-3p	CCNI	-0.303886628437838	1.53034665917318e-06	0.030186237154304	hsa-miR-758-3p CCNI
hsa-miR-449a	KLF12	0.291725236425909	4.10832555175489e-06	0.0454643981682875	hsa-miR-449a KLF12
hsa-miR-449a	PCDH17	-0.295955149066112	2.92893984976672e-06	0.0388769757803844	hsa-miR-449a PCDH17
hsa-miR-3907	RAD23B	0.296897168618364	2.71433226606277e-06	0.0377194777151567	hsa-miR-3907 RAD23B
hsa-miR-511-5p	HSDL2	-0.299232844268678	2.24501115786424e-06	0.0349595763069291	hsa-miR-511-5p HSDL2
hsa-miR-223-3p	CSF3R	0.385921743770363	5.57885071472697e-10	0.000574226336685327	hsa-miR-223-3p CSF3R
hsa-miR-223-5p	CSF3R	0.295231854871664	3.10459794139462e-06	0.0398988620200292	hsa-miR-223-5p CSF3R
hsa-miR-6763-3p	IFI27L2	0.296581404901972	2.78454027302644e-06	0.0380757919386883	hsa-miR-6763-3p IFI27L2
hsa-miR-151a-5p	KLHL29	-0.30290126757729	1.66061638307013e-06	0.0312279522603648	hsa-miR-151a-5p KLHL29
hsa-miR-181b-5p	KLHL29	-0.290259498942428	4.61361239745273e-06	0.0476608302628774	hsa-miR-181b-5p KLHL29
hsa-miR-199a-3p	KLHL29	0.300516917247715	2.02108925329014e-06	0.0335039368523238	hsa-miR-199a-3p KLHL29
hsa-miR-199b-3p	KLHL29	0.300516917247715	2.02108925329014e-06	0.0335039368523238	hsa-miR-199b-3p KLHL29
hsa-miR-448	KCNIP2	-0.295374566972307	3.06916272019286e-06	0.0396233666653865	hsa-miR-448 KCNIP2
hsa-miR-1843	ELF1	-0.291874767738701	4.05984846540974e-06	0.045109362761681	hsa-miR-1843 ELF1
hsa-miR-362-5p	ARL1	-0.293424329090949	3.5885358902199e-06	0.0428136381322056	hsa-miR-362-5p ARL1
hsa-miR-362-5p	CCDC53	-0.310939306992327	8.45348728795159e-07	0.0234588540422964	hsa-miR-362-5p CCDC53
hsa-miR-27a-5p	TNFRSF10B	0.316206352155383	5.37202585304541e-07	0.0188307069181133	hsa-miR-27a-5p TNFRSF10B
hsa-miR-1264	A1BG	0.294473917794228	3.2994229619554e-06	0.0410513697322958	hsa-miR-1264 A1BG
hsa-miR-6073	GJB6	-0.345853700098364	3.54326004092798e-08	0.0047758952493994	hsa-miR-6073 GJB6
hsa-miR-619-5p	KHDRBS1	0.327015053563376	2.06104644684402e-07	0.0117856527508768	hsa-miR-619-5p KHDRBS1
hsa-miR-1-3p	SV2C	0.400483355847264	1.06707087610403e-10	0.000228360192369603	hsa-miR-1-3p SV2C
hsa-miR-10b-5p	SV2C	0.300789924233649	1.97631066756188e-06	0.0330519889189558	hsa-miR-10b-5p SV2C
hsa-miR-1298-3p	SV2C	-0.2890602641889	5.07048889231143e-06	0.0493742654255369	hsa-miR-1298-3p SV2C
hsa-miR-133a-3p	SV2C	0.344372388247278	4.08686968711436e-08	0.00525822505598458	hsa-miR-133a-3p SV2C
hsa-miR-133a-5p	SV2C	0.333643811350403	1.12414801911598e-07	0.00883877461591878	hsa-miR-133a-5p SV2C
hsa-miR-133b	SV2C	0.357184086494995	1.16016594109425e-08	0.00243252551467647	hsa-miR-133b SV2C
hsa-miR-193b-3p	SV2C	-0.309070989290048	9.90766223951667e-07	0.0252649983905921	hsa-miR-193b-3p SV2C
hsa-miR-31-5p	SV2C	0.296375565726174	2.83123595568036e-06	0.0384095006867769	hsa-miR-31-5p SV2C
hsa-miR-34a-5p	SV2C	0.338474833757993	7.1615715580009e-08	0.00693032380029292	hsa-miR-34a-5p SV2C
hsa-miR-448	SV2C	-0.313696124270832	6.67499235884605e-07	0.0213304962822939	hsa-miR-448 SV2C
hsa-miR-17-5p	GTF3A	-0.299432988027464	2.20861617927781e-06	0.0347223965958443	hsa-miR-17-5p GTF3A
hsa-miR-30a-3p	GTF3A	0.317930926335358	4.62212741858536e-07	0.0174442262638239	hsa-miR-30a-3p GTF3A
hsa-miR-339-5p	GTF3A	-0.304633243615244	1.43820302778153e-06	0.0293073654739586	hsa-miR-339-5p GTF3A
hsa-miR-582-5p	GTF3A	-0.310558841563226	8.73197193218544e-07	0.0238836106354282	hsa-miR-582-5p GTF3A
hsa-miR-651-5p	GTF3A	-0.302714739937029	1.68644015818842e-06	0.0315086186100361	hsa-miR-651-5p GTF3A
hsa-miR-1264	COPA	-0.319016727346216	4.20262569189589e-07	0.0166299932686749	hsa-miR-1264 COPA
hsa-miR-619-5p	WIPF3	-0.297751849843317	2.53266777061611e-06	0.0366675445329878	hsa-miR-619-5p WIPF3
hsa-miR-30e-3p	KIAA1549	0.303308442905889	1.60555082762137e-06	0.0308152068808323	hsa-miR-30e-3p KIAA1549
hsa-miR-362-5p	CIT	0.305256078502632	1.36541495421305e-06	0.028842368259479	hsa-miR-362-5p CIT
hsa-miR-302c-3p	MED13L	0.303812145879816	1.53984221507031e-06	0.0303066404048241	hsa-miR-302c-3p MED13L
hsa-miR-204-5p	ZC3H13	-0.308234367483355	1.0633757543399e-06	0.0257850171015972	hsa-miR-204-5p ZC3H13
hsa-miR-133a-3p	KCNS1	0.311621690710423	7.97516801265274e-07	0.0230348201846594	hsa-miR-133a-3p KCNS1
hsa-miR-193b-3p	KCNS1	-0.334678427237645	1.02133763224543e-07	0.00844072632688689	hsa-miR-193b-3p KCNS1
hsa-miR-31-5p	KCNS1	0.328465503963009	1.80723303877528e-07	0.011304897654707	hsa-miR-31-5p KCNS1
hsa-miR-34a-5p	KCNS1	0.312939200759523	7.12393889434892e-07	0.0217726546145533	hsa-miR-34a-5p KCNS1
hsa-miR-448	KCNS1	-0.338930635753945	6.86056598198093e-08	0.00675449924561568	hsa-miR-448 KCNS1
hsa-miR-448	TOX2	-0.292567856973836	3.84218017623894e-06	0.044185848898389	hsa-miR-448 TOX2
hsa-miR-6763-3p	ZNF391	-0.344891781289521	3.88769887393892e-08	0.00505946293295453	hsa-miR-6763-3p ZNF391
hsa-miR-27a-5p	CDKN1A	0.314963570261672	5.98327620338068e-07	0.020133965262949	hsa-miR-27a-5p CDKN1A
hsa-miR-27a-5p	IRF1	0.315460715629035	5.73116453850275e-07	0.0197833614404948	hsa-miR-27a-5p IRF1
hsa-miR-302c-3p	GTF3C4	0.292045767333403	4.00507919695592e-06	0.0449418550190778	hsa-miR-302c-3p GTF3C4
hsa-miR-132-3p	PPP1R12C	0.309610957459777	9.46447697991459e-07	0.0246527030566847	hsa-miR-132-3p PPP1R12C
hsa-miR-409-5p	ALKBH7	0.291617072392727	4.14373466983697e-06	0.0456862963352338	hsa-miR-409-5p ALKBH7
hsa-miR-106a-5p	SNRPD2	-0.304023123504262	1.51309031704017e-06	0.0299502102554792	hsa-miR-106a-5p SNRPD2
hsa-miR-27a-5p	VASP	0.32262551093726	3.0550019580744e-07	0.0142343051439184	hsa-miR-27a-5p VASP
hsa-miR-10400-5p	PLAGL2	-0.325159340067097	2.43599539428985e-07	0.012712092563574	hsa-miR-10400-5p PLAGL2
hsa-miR-1246	PLAGL2	-0.361482567229976	7.50803286209134e-09	0.00201150119318332	hsa-miR-1246 PLAGL2
hsa-miR-1290	PLAGL2	-0.296153437976145	2.88246406343617e-06	0.0386223099571851	hsa-miR-1290 PLAGL2
hsa-miR-1908-3p	PLAGL2	-0.346842803648622	3.21983084639044e-08	0.00455694851599836	hsa-miR-1908-3p PLAGL2
hsa-miR-3162-3p	PLAGL2	-0.363417115079396	6.15958040128817e-09	0.00188486589667425	hsa-miR-3162-3p PLAGL2
hsa-miR-3960	PLAGL2	-0.364679538477674	5.40925704228812e-09	0.00185155283948202	hsa-miR-3960 PLAGL2
hsa-miR-4791	PLAGL2	-0.302312779265147	1.74339942127233e-06	0.0317860344411048	hsa-miR-4791 PLAGL2
hsa-miR-4800-3p	PLAGL2	-0.378533354795379	1.25255428251592e-09	0.000787870978490411	hsa-miR-4800-3p PLAGL2
hsa-miR-6131	PLAGL2	-0.302061651525356	1.77991258953902e-06	0.0319655388868265	hsa-miR-6131 PLAGL2
hsa-miR-6836-5p	PLAGL2	-0.352377826323355	1.87300706055993e-08	0.00313273174466273	hsa-miR-6836-5p PLAGL2
hsa-miR-619-5p	ASL	0.295995323654892	2.91946622921202e-06	0.0388423008897552	hsa-miR-619-5p ASL
hsa-miR-7706	ASL	-0.325473015171263	2.36832117472829e-07	0.0126008746992934	hsa-miR-7706 ASL
hsa-miR-216a-5p	TRAP1	0.304616455819837	1.44021535586347e-06	0.0293073654739586	hsa-miR-216a-5p TRAP1
hsa-miR-362-5p	YEATS4	-0.299419073642099	2.21112810927515e-06	0.0347223965958443	hsa-miR-362-5p YEATS4
hsa-miR-6763-3p	TAS2R3	-0.308522677854196	1.03779715043828e-06	0.0257850171015972	hsa-miR-6763-3p TAS2R3
hsa-miR-27a-5p	ZFP36	0.35205723618291	1.93326687991657e-08	0.00313273174466273	hsa-miR-27a-5p ZFP36
hsa-miR-885-3p	KLF16	-0.313808567818753	6.6106562979229e-07	0.021263412613716	hsa-miR-885-3p KLF16
hsa-miR-519a-3p	KCNA5	0.305384565491911	1.35084371799543e-06	0.0286468403555137	hsa-miR-519a-3p KCNA5
hsa-miR-27a-5p	SAT1	0.303306720771379	1.60578000962808e-06	0.0308152068808323	hsa-miR-27a-5p SAT1
hsa-miR-133b	ECSIT	0.294564100879929	3.27564526370061e-06	0.0409354640822766	hsa-miR-133b ECSIT
hsa-miR-30e-3p	APOC1	-0.294097120241138	3.40056061109983e-06	0.0419410106256625	hsa-miR-30e-3p APOC1
hsa-miR-6790-3p	ZSWIM6	-0.316873975201739	5.06884473061575e-07	0.0182192076895384	hsa-miR-6790-3p ZSWIM6
hsa-miR-885-3p	SSBP4	-0.306930495037782	1.1867749791783e-06	0.0268738215798047	hsa-miR-885-3p SSBP4
hsa-miR-133a-3p	OSBPL2	0.313579442374978	6.74238713527231e-07	0.0213833882569476	hsa-miR-133a-3p OSBPL2
hsa-miR-106a-5p	ATPIF1	-0.317142716338122	4.9514921718341e-07	0.0179685302490042	hsa-miR-106a-5p ATPIF1
hsa-miR-31-5p	MPP1	0.294730340796005	3.23224172871228e-06	0.0407075714063143	hsa-miR-31-5p MPP1
hsa-miR-448	MPP1	-0.325586959241673	2.34418801703384e-07	0.0126008746992934	hsa-miR-448 MPP1
hsa-miR-195-3p	SLC6A6	-0.302193478933414	1.76065520962609e-06	0.0319263720475013	hsa-miR-195-3p SLC6A6
hsa-miR-370-5p	SLC6A6	-0.290580567696282	4.49811101876918e-06	0.0471997586333406	hsa-miR-370-5p SLC6A6
hsa-miR-1-3p	KCNC3	0.332195853335932	1.28487943173994e-07	0.00919742861055424	hsa-miR-1-3p KCNC3
hsa-miR-133a-3p	KCNC3	0.33716081140942	8.10217430924354e-08	0.00745808833960675	hsa-miR-133a-3p KCNC3
hsa-miR-27a-5p	CHSY1	0.302600509706898	1.70244361363814e-06	0.0315645709120457	hsa-miR-27a-5p CHSY1
hsa-miR-362-5p	ACTR10	-0.29785425446197	2.51169618836755e-06	0.036645495142066	hsa-miR-362-5p ACTR10
hsa-miR-379-3p	C19orf57	-0.31910046085984	4.17183752210448e-07	0.0166299932686749	hsa-miR-379-3p C19orf57
hsa-miR-30c-5p	ENOSF1	-0.288771156706417	5.18690303574765e-06	0.0498532976848559	hsa-miR-30c-5p ENOSF1
hsa-miR-17-5p	RRP8	0.305807521779776	1.3039202859666e-06	0.0283908732409476	hsa-miR-17-5p RRP8
hsa-miR-27a-5p	KDM6B	0.304256854117727	1.48397187649252e-06	0.0294878195134452	hsa-miR-27a-5p KDM6B
hsa-miR-1-3p	RGS22	-0.296755462573402	2.74562830782088e-06	0.0379248242266229	hsa-miR-1-3p RGS22
hsa-miR-133a-3p	RGS22	-0.296651374415202	2.76883524819027e-06	0.0379991794667532	hsa-miR-133a-3p RGS22
hsa-miR-505-3p	TERF2	0.290306424565194	4.59655695572714e-06	0.0476574940360443	hsa-miR-505-3p TERF2
hsa-miR-4303	DAP3	0.292360571427623	3.9060859498008e-06	0.0443585855339521	hsa-miR-4303 DAP3
hsa-miR-12136	PPP1R3D	-0.291600328696816	4.14924187763788e-06	0.0456862963352338	hsa-miR-12136 PPP1R3D
hsa-miR-1260a	HMGB1P5	-0.29066867301998	4.46690054412002e-06	0.047046668039106	hsa-miR-1260a HMGB1P5
hsa-miR-6750-3p	HMGB1P5	-0.308048411058704	1.0801922776249e-06	0.0258565739680303	hsa-miR-6750-3p HMGB1P5
hsa-miR-138-5p	CHRM3	-0.294751417000045	3.22677826058992e-06	0.0406840180208472	hsa-miR-138-5p CHRM3
hsa-miR-6763-3p	ZFC3H1	-0.326302069034556	2.19803362844218e-07	0.0121993085961518	hsa-miR-6763-3p ZFC3H1
hsa-miR-27a-5p	RNF122	0.352992927475364	1.76242400673488e-08	0.00306992733286118	hsa-miR-27a-5p RNF122
hsa-miR-326	ADAM20	-0.293648448225711	3.52484465393488e-06	0.0423623478239789	hsa-miR-326 ADAM20
hsa-miR-12135	MBD2	0.318116172353909	4.54782469239134e-07	0.0173371744172193	hsa-miR-12135 MBD2
hsa-miR-760	MBD2	-0.290284566623802	4.60449389505513e-06	0.0476574940360443	hsa-miR-760 MBD2
hsa-miR-3605-3p	CNTN6	-0.30735935568639	1.14474981982582e-06	0.0264030280517162	hsa-miR-3605-3p CNTN6
hsa-miR-30a-3p	GSTM1	-0.303280827614981	1.60922964509425e-06	0.0308291532031539	hsa-miR-30a-3p GSTM1
hsa-miR-30c-5p	VAV3	0.310116087290197	9.06710347914341e-07	0.0242121729750421	hsa-miR-30c-5p VAV3
hsa-miR-27a-5p	EMP1	0.307452882104748	1.13577582339097e-06	0.026391379542508	hsa-miR-27a-5p EMP1
hsa-miR-6842-3p	ADAM19	-0.298970477742043	2.2935884524955e-06	0.0350451834525982	hsa-miR-6842-3p ADAM19
hsa-miR-885-3p	ADAM19	-0.294308915787767	3.34335385110407e-06	0.0414612716682296	hsa-miR-885-3p ADAM19
hsa-miR-31-5p	ANKRD6	-0.322325869012996	3.13748019120652e-07	0.0144403240023413	hsa-miR-31-5p ANKRD6
hsa-miR-448	ANKRD6	0.315059011213198	5.93406674243013e-07	0.020133965262949	hsa-miR-448 ANKRD6
hsa-miR-769-5p	RAB11FIP5	-0.289861154460656	4.7608394253551e-06	0.0482571214922042	hsa-miR-769-5p RAB11FIP5
hsa-miR-4286	KLHL36	-0.334361631916944	1.05181640286389e-07	0.00856754099813236	hsa-miR-4286 KLHL36
hsa-miR-6763-3p	KLHL36	-0.302103360457739	1.77379809263023e-06	0.0319289465932696	hsa-miR-6763-3p KLHL36
hsa-miR-4800-3p	RC3H1	-0.295834239251864	2.9576289031219e-06	0.0390745434220539	hsa-miR-4800-3p RC3H1
hsa-miR-448	GPR55	-0.301709511153713	1.83234449213643e-06	0.0322362875518176	hsa-miR-448 GPR55
hsa-miR-376b-3p	TBC1D4	-0.311996326231674	7.72369488366564e-07	0.022571117462371	hsa-miR-376b-3p TBC1D4
hsa-miR-6868-3p	DGKB	0.300862517544037	1.96456425927138e-06	0.0329274861362725	hsa-miR-6868-3p DGKB
hsa-miR-302c-3p	IREB2	0.29366508007065	3.52016131666133e-06	0.0423623478239789	hsa-miR-302c-3p IREB2
hsa-miR-302c-3p	WDR33	0.30937112244738	9.65893148130448e-07	0.0249112555743085	hsa-miR-302c-3p WDR33
hsa-miR-362-5p	TXN	-0.299599543744409	2.17875888175456e-06	0.0344860009593932	hsa-miR-362-5p TXN
hsa-miR-27a-5p	KLF4	0.319053800578382	4.18896737297558e-07	0.0166299932686749	hsa-miR-27a-5p KLF4
hsa-miR-941	BAAT	-0.29137013739994	4.22566475810626e-06	0.0460942110276134	hsa-miR-941 BAAT
hsa-miR-1264	KIF12	0.327702659083381	1.93672620829588e-07	0.0116306870465397	hsa-miR-1264 KIF12
hsa-miR-1298-3p	KIF12	0.331746443898315	1.33910744715138e-07	0.00919742861055424	hsa-miR-1298-3p KIF12
hsa-miR-1298-5p	KIF12	0.320646720903369	3.64068880376323e-07	0.015438437684682	hsa-miR-1298-5p KIF12
hsa-miR-133a-5p	KIF12	-0.289770844998782	4.79483387838542e-06	0.0483892168540495	hsa-miR-133a-5p KIF12
hsa-miR-34a-5p	KIF12	-0.320284361542784	3.75900915727811e-07	0.0157048989057525	hsa-miR-34a-5p KIF12
hsa-miR-448	KIF12	0.326367894543874	2.18502893556405e-07	0.0121868708002054	hsa-miR-448 KIF12
hsa-miR-7-5p	KIF12	0.289138435049732	5.03944162666414e-06	0.0493742654255369	hsa-miR-7-5p KIF12
hsa-miR-362-5p	TMEM261	-0.297866205626011	2.50925951461589e-06	0.036645495142066	hsa-miR-362-5p TMEM261
hsa-miR-6836-5p	HINT2	0.292500256253564	3.86291112586257e-06	0.0442809723813524	hsa-miR-6836-5p HINT2
hsa-miR-129-1-3p	KLC4	0.327617444440094	1.95173282424577e-07	0.0116306870465397	hsa-miR-129-1-3p KLC4
hsa-miR-6790-3p	UQCC2	0.342776642686548	4.762201966102e-08	0.00579294389079754	hsa-miR-6790-3p UQCC2
hsa-miR-7704	UQCC2	0.332497497508183	1.24967229897521e-07	0.00911268840978674	hsa-miR-7704 UQCC2
hsa-miR-889-3p	CPEB2	0.310251533075063	8.96329632738002e-07	0.0241293760850497	hsa-miR-889-3p CPEB2
hsa-miR-1-3p	FHDC1	0.330483185376084	1.50357958528247e-07	0.00984036867165471	hsa-miR-1-3p FHDC1
hsa-miR-133a-3p	FHDC1	0.291977872367065	4.02674043620266e-06	0.0450559880829174	hsa-miR-133a-3p FHDC1
hsa-miR-30a-3p	FHDC1	0.289282680095518	4.98262584125442e-06	0.0491842338235447	hsa-miR-30a-3p FHDC1
hsa-miR-34a-5p	FHDC1	0.315481001252837	5.72109651653108e-07	0.0197833614404948	hsa-miR-34a-5p FHDC1
hsa-miR-7704	MRPL15	0.310123711837565	9.06122951782606e-07	0.0242121729750421	hsa-miR-7704 MRPL15
hsa-miR-30a-3p	SORL1	0.293620744669902	3.53265884056597e-06	0.0423623478239789	hsa-miR-30a-3p SORL1
hsa-miR-485-5p	RTF1	-0.313646260448768	6.70371409938753e-07	0.0213304962822939	hsa-miR-485-5p RTF1
hsa-miR-362-5p	DYNC2LI1	-0.306530786485649	1.22726830342756e-06	0.0274278920277932	hsa-miR-362-5p DYNC2LI1
hsa-miR-6836-5p	DYNC2LI1	0.306177089478027	1.2641988567097e-06	0.0278629766701943	hsa-miR-6836-5p DYNC2LI1
hsa-miR-27a-5p	DUSP5	0.318303107816849	4.47400564818068e-07	0.0172886053221383	hsa-miR-27a-5p DUSP5
hsa-miR-6836-5p	ANXA7	0.3042172667687	1.48886576445406e-06	0.0295223203003439	hsa-miR-6836-5p ANXA7
hsa-miR-1298-5p	ZNF365	-0.305054187089012	1.38861456955297e-06	0.0290078733070859	hsa-miR-1298-5p ZNF365
hsa-miR-448	ZNF365	-0.336304571388559	8.77788832731596e-08	0.00770983237135192	hsa-miR-448 ZNF365
hsa-miR-1298-3p	WDR12	-0.333453474604898	1.14411556006999e-07	0.00887254250610809	hsa-miR-1298-3p WDR12
hsa-miR-193b-3p	SHF	0.310624459106844	8.68332431513963e-07	0.0238627152089368	hsa-miR-193b-3p SHF
